TotalFrame,Time,DeltaTime,FPS,RAM
230934,0.0000,0.013519,73.97, 429.7419
230935,0.0000,0.013519,73.97, 438.7304
230936,0.0200,0.020000,50.00, 432.8680
230937,0.0261,0.005948,168.13, 432.8048
230938,0.0320,0.005902,169.44, 434.9301
230939,0.0408,0.008861,112.85, 429.8008
230940,0.0471,0.006286,159.10, 429.7977
230941,0.0530,0.005964,167.68, 431.2405
230942,0.0583,0.005193,192.58, 431.4276
230943,0.0635,0.005121,195.27, 431.4276
230944,0.0686,0.005328,187.69, 431.5575
230945,0.0742,0.005396,185.32, 431.6822
230946,0.0793,0.005147,194.31, 431.1780
230947,0.0845,0.005201,192.26, 431.2351
230948,0.0896,0.005064,197.47, 431.2351
230949,0.0945,0.004898,204.17, 431.4846
230950,0.0996,0.005076,197.00, 431.5469
230951,0.1045,0.004972,201.13, 431.7392
230952,0.1094,0.005020,199.22, 431.1104
230953,0.1145,0.005056,197.77, 431.1104
230954,0.1194,0.004822,207.40, 431.1104
230955,0.1243,0.004864,205.58, 432.2381
230956,0.1294,0.005126,195.09, 431.5469
230957,0.1343,0.004901,204.04, 431.2975
230958,0.1392,0.004993,200.30, 431.2975
230959,0.1440,0.004890,204.50, 431.1728
230960,0.1489,0.004885,204.71, 431.1104
230961,0.1541,0.005010,199.60, 431.2351
230962,0.1592,0.005020,199.19, 430.9233
230963,0.1641,0.004894,204.34, 431.0480
230964,0.1687,0.004823,207.36, 431.0480
230965,0.1736,0.004911,203.62, 430.7986
230966,0.1787,0.004910,203.67, 431.4222
230967,0.1836,0.004993,200.29, 431.6145
230968,0.1885,0.004948,202.09, 431.2975
230969,0.1941,0.005620,177.92, 431.5469
230970,0.1992,0.005047,198.15, 432.0510
230971,0.2046,0.005348,186.98, 431.8639
230972,0.2104,0.006003,166.58, 431.2975
230973,0.2161,0.005466,182.96, 430.8610
230974,0.2209,0.005028,198.90, 432.0510
230975,0.2268,0.005669,176.39, 432.7369
230976,0.2322,0.005412,184.79, 431.4222
230977,0.2371,0.004894,204.35, 431.0480
230978,0.2422,0.005099,196.12, 430.7986
230979,0.2476,0.005371,186.18, 429.7955
230980,0.2524,0.004829,207.10, 431.3598
230981,0.2573,0.005047,198.15, 431.3598
230982,0.2622,0.004869,205.40, 431.6145
230983,0.2673,0.005039,198.46, 430.8610
230984,0.2722,0.004857,205.88, 431.2975
230985,0.2771,0.004938,202.51, 431.2351
230986,0.2820,0.004950,202.01, 431.1104
230987,0.2869,0.004921,203.19, 431.2975
230988,0.2917,0.004846,206.36, 431.2351
230989,0.2969,0.004968,201.28, 430.7986
230990,0.3018,0.005039,198.45, 430.9857
230991,0.3066,0.004929,202.88, 432.3004
230992,0.3120,0.005274,189.62, 430.6115
230993,0.3169,0.004859,205.82, 431.2975
230994,0.3220,0.005162,193.71, 430.6739
230995,0.3269,0.004848,206.27, 431.1104
230996,0.3318,0.004992,200.31, 431.3598
230997,0.3369,0.004946,202.20, 430.8610
230998,0.3418,0.004964,201.45, 431.5469
230999,0.3464,0.004774,209.46, 431.1728
231000,0.3516,0.004983,200.67, 431.4222
231001,0.3564,0.004917,203.38, 431.4222
231002,0.3613,0.004871,205.29, 431.1728
231003,0.3662,0.004954,201.85, 431.5469
231004,0.3716,0.005380,185.88, 429.7957
231005,0.3765,0.004805,208.11, 430.7986
231006,0.3813,0.004960,201.60, 431.1728
231007,0.3862,0.004768,209.75, 431.3598
231008,0.3918,0.005553,180.09, 429.7956
231009,0.3967,0.005085,196.66, 429.7957
231010,0.4021,0.005278,189.48, 429.7957
231011,0.4072,0.005069,197.29, 429.7957
231012,0.4119,0.004680,213.67, 431.0480
231013,0.4167,0.004943,202.29, 430.9857
231014,0.4216,0.004950,202.02, 431.2975
231015,0.4268,0.005025,199.01, 431.2351
231016,0.4316,0.004920,203.24, 430.9233
231017,0.4370,0.005224,191.42, 430.2997
231018,0.4417,0.004804,208.17, 431.1104
231019,0.4468,0.004945,202.23, 431.1104
231020,0.4517,0.004974,201.05, 431.5469
231021,0.4565,0.005018,199.28, 431.5469
231022,0.4617,0.005014,199.43, 431.1104
231023,0.4666,0.004917,203.38, 432.1757
231024,0.4717,0.005166,193.57, 431.1104
231025,0.4766,0.004857,205.89, 431.1104
231026,0.4817,0.005050,198.04, 431.4222
231027,0.4866,0.004838,206.70, 431.2351
231028,0.4915,0.004996,200.17, 431.8016
231029,0.4963,0.004954,201.88, 431.3598
231030,0.5015,0.004959,201.67, 431.1104
231031,0.5063,0.004982,200.71, 431.7392
231032,0.5115,0.005001,199.95, 431.5521
231033,0.5164,0.005003,199.90, 430.9857
231034,0.5212,0.004944,202.26, 431.2975
231035,0.5261,0.004851,206.13, 430.9857
231036,0.5310,0.004916,203.43, 430.9233
231037,0.5359,0.004911,203.62, 431.2351
231038,0.5410,0.004910,203.65, 431.1728
231039,0.5459,0.004965,201.41, 431.1104
231040,0.5508,0.004871,205.31, 430.8610
231041,0.5557,0.004841,206.55, 432.0510
231042,0.5608,0.005101,196.06, 432.1757
231043,0.5657,0.005023,199.07, 432.0510
231044,0.5715,0.005881,170.05, 429.7950
231045,0.5764,0.004708,212.39, 431.3598
231046,0.5813,0.004913,203.56, 431.2351
231047,0.5862,0.005040,198.41, 430.9233
231048,0.5913,0.004940,202.43, 431.9263
231049,0.5962,0.005055,197.81, 431.1728
231050,0.6011,0.004869,205.38, 431.1104
231051,0.6060,0.004879,204.98, 431.1104
231052,0.6108,0.004917,203.39, 430.8610
231053,0.6165,0.005480,182.49, 429.7944
231054,0.6213,0.004929,202.90, 431.1104
231055,0.6262,0.004781,209.18, 431.1104
231056,0.6311,0.004952,201.95, 431.1728
231057,0.6360,0.004872,205.27, 431.7392
231058,0.6409,0.005014,199.46, 431.9886
231059,0.6460,0.005099,196.10, 431.4846
231060,0.6509,0.004923,203.12, 431.2351
231061,0.6558,0.004888,204.57, 431.4846
231062,0.6609,0.005077,196.96, 431.0480
231063,0.6658,0.004871,205.29, 430.9233
231064,0.6709,0.005015,199.39, 431.5521
231065,0.6758,0.005003,199.86, 431.2975
231066,0.6807,0.004808,208.01, 431.5469
231067,0.6855,0.004988,200.49, 431.2975
231068,0.6904,0.004882,204.85, 431.1104
231069,0.6956,0.005001,199.98, 431.0480
231070,0.7004,0.004901,204.05, 431.4222
231071,0.7051,0.004793,208.66, 432.6746
231072,0.7104,0.005370,186.23, 431.3598
231073,0.7153,0.004848,206.27, 431.1728
231074,0.7202,0.004924,203.08, 430.9857
231075,0.7253,0.004935,202.63, 431.4847
231076,0.7302,0.005006,199.76, 431.4222
231077,0.7351,0.004943,202.31, 431.1104
231078,0.7400,0.004871,205.29, 431.2975
231079,0.7451,0.004952,201.95, 431.1104
231080,0.7500,0.004887,204.62, 430.7362
231081,0.7549,0.004917,203.40, 431.8016
231082,0.7603,0.005288,189.11, 431.9886
231083,0.7651,0.005007,199.72, 431.1104
231084,0.7700,0.004863,205.66, 431.1104
231085,0.7749,0.004999,200.06, 430.7986
231086,0.7798,0.004887,204.65, 431.4222
231087,0.7849,0.005000,199.99, 431.4222
231088,0.7898,0.004857,205.87, 430.7986
231089,0.7947,0.004865,205.56, 431.1728
231090,0.7996,0.004874,205.19, 431.3598
231091,0.8044,0.005025,198.99, 431.3598
231092,0.8098,0.005253,190.35, 431.9263
231093,0.8152,0.005413,184.74, 431.5469
231094,0.8206,0.005453,183.40, 431.7392
231095,0.8259,0.005313,188.22, 430.8610
231096,0.8308,0.004914,203.51, 431.2975
231097,0.8362,0.005210,191.96, 431.5521
231098,0.8413,0.005203,192.19, 431.9263
231099,0.8464,0.005204,192.16, 431.6768
231100,0.8513,0.004966,201.35, 431.4846
231101,0.8564,0.005022,199.11, 431.1104
231102,0.8613,0.004962,201.53, 431.5469
231103,0.8662,0.004898,204.16, 431.1104
231104,0.8713,0.004997,200.11, 431.2351
231105,0.8762,0.004997,200.14, 431.9263
231106,0.8811,0.004893,204.39, 431.4846
231107,0.8862,0.005025,199.01, 431.1728
231108,0.8911,0.004867,205.48, 431.1728
231109,0.8960,0.004947,202.13, 431.1104
231110,0.9011,0.005011,199.57, 431.8016
231111,0.9060,0.004892,204.40, 431.1728
231112,0.9111,0.005093,196.37, 431.1104
231113,0.9160,0.004853,206.08, 431.1104
231114,0.9209,0.004993,200.28, 431.1104
231115,0.9258,0.004983,200.70, 431.9263
231116,0.9309,0.005068,197.31, 432.9240
231117,0.9360,0.005157,193.90, 431.3598
231118,0.9412,0.004995,200.21, 430.9233
231119,0.9458,0.004818,207.55, 431.2975
231120,0.9512,0.005217,191.68, 430.6115
231121,0.9561,0.004898,204.15, 431.5469
231122,0.9609,0.004986,200.56, 431.5469
231123,0.9661,0.004966,201.35, 431.1728
231124,0.9709,0.004931,202.79, 431.1104
231125,0.9758,0.004925,203.05, 431.8016
231126,0.9810,0.005058,197.69, 431.1728
231127,0.9858,0.004958,201.69, 431.3598
231128,0.9907,0.004828,207.13, 431.1104
231129,0.9956,0.004992,200.30, 431.1728
231130,1.0005,0.004907,203.81, 431.3598
231131,1.0054,0.004852,206.11, 431.7392
231132,1.0105,0.005122,195.24, 432.0510
231133,1.0154,0.004944,202.29, 431.6145
231134,1.0205,0.005049,198.06, 431.4222
231135,1.0256,0.004983,200.70, 431.5469
231136,1.0305,0.004903,203.96, 431.8016
231137,1.0354,0.005011,199.56, 431.2975
231138,1.0405,0.005073,197.12, 432.2381
231139,1.0457,0.005022,199.11, 431.2351
231140,1.0505,0.005092,196.40, 431.3598
